Банк	Лицензия	ликвдата	причина	статус	хреф
Европейский	1616	31.12.2014	"[<dd class=""margin-bottom-zero""><p>В связи с завершением реорганизации в форме присоединения ЗАО «ИКБ «ЕВРОПЕЙСКИЙ» к ОАО «БАНК «САНКТ-ПЕТЕРБУРГ» (ОАО «Банк «Санкт-Петербург») запись о регистрации кредитной организации аннулирована Банком России в соответствии с документом № 2147800911102 от 31.12.2014.</p>
<p>Акционерами банка выступали юридические и физические лица: кипрский офшор «Илузанион Консалтантс Лимитед» (19,66%), НПФ «Регионфонд» (4,30%), а также физлица — Богдан Яровой и его мать Юлия (29,21%), Евгения Селихова (19,91%), председатель совета директоров Интрастбанка Олег Тарасов (16,73%), Богдан Будзуляк (9,74%).</p>
<p><strong>Совет директоров:</strong> Владимир Скатин (председатель), Константин Баландин, Владимир Реутов, Елена Тимошенко, Богдан Яровой.</p>
<p><strong>Правление:</strong> Дмитрий Данилов (председатель), Татьяна Трофимова, Павел Колчин, Лада Мартынова, Ирина Голуб, Юрий Доронин, Татьяна Колесникова, Михаил Бебко.</p></dd>]"	ликв.	/banks/memory/bank/?id=7583962
Современный коммерческий банк	3316	05.12.2014	"[<dd class=""margin-bottom-zero"">В связи с завершением реорганизации в форме присоединения ЗАО «Современный Коммерческий Банк» к Совкомбанку решением Банка России от 05.12.2014 лицензия ликвидирована.
<br/><br/>Современный Коммерческий Банк полностью подконтролен Совкомбанку.
<br/><p><strong>Совет директоров: </strong>Дмитрий Гусев (председатель), Сергей Хотимский, Сергей Бондарович, Андрей Спиваков, Дмитрий Хотимский.</p>
<strong>Правление:</strong> Олег Ярмушевич (председатель, президент), Ирина Лаптева. 
<br/></dd>]"	ликв.	/banks/memory/bank/?id=7538440
Эллипс Банк	1950	28.11.2014	"[<dd class=""margin-bottom-zero"">Прекращение деятельности в связи с реорганизацией в форме присоединения к ПАО «АКБ «Российский Капитал» (Генеральная лицензия Банка России от № 2312 28.11.2014). Согласно данным, раскрывавшимся банком по состоянию на 17 декабря 2013 года, в его структуру акционеров и бенефициаров с крупнейшими долями входили ООО «Финэк» (19,99%), Avant Financial Solutions Inc. (19,68%), ОАО «Нижегородская финансовая компания» (19,65%, через Lancat Holdings Ltd.), ООО «Инвестиционная компания «Бальзам» (19,01%, через Kalafel Business Ltd.), ООО «Вирджиния» (18,6%). Через указанные компании наиболее значимыми пакетами в банке владели нижегородцы Евгений Казарин, Галина Господарчук, Вячеслав Востряков, Дмитрий Миронов, Галина Балакина, Вадим Степанов, Михаил Калинин. 
<br/><br/>Руководителем временной администрации был Алексей Минайкин.</dd>]"	ликв.	/banks/memory/bank/?id=7417626
Открытие	2179	05.11.2014	"[<dd class=""margin-bottom-zero""><p>Прекращение деятельности в связи с реорганизацией в форме присоединения к Ханты-Мансийскому банку. В результате присоединения Ханты-Мансийский банк переименован в «Ханты-Мансийский банк Открытие» (Генеральная лицензия Банка России № 1971 от 05.11.2014).</p>
<p>Банк входит в инвестиционно-банковскую группу «Открытие».</p>
<p>Основные акционеры: ООО «Открытие Н» (44,52%), ОАО «Банк «ФК Открытие» (бывший НОМОС-Банк) (55,38%). Крупнейшим бенефициаром ООО «Открытие Н» и ОАО «Банк «ФК Открытие» является Вадим Беляев, в число миноритариев также входит ряд других совладельцев группы «Открытие». </p>
<p><strong>Совет директоров: </strong>Рубен Аганбегян (председатель), Константин Бобров, Евгений Данкевич, Алексей Карахан, Анатолий Предтеченский, Сергей Ковтун, Татьяна Серебренникова.</p>
<p><strong>Правление:</strong> Евгений Данкевич (председатель), Вероника Доленко, Николай Мыльников.</p></dd>]"	ликв.	/banks/memory/bank/?id=7328067
Новосибирский муниципальный банк	2786	05.11.2014	"[<dd class=""margin-bottom-zero"">Запись о регистрации кредитной организации аннулирована Банком России в соответствии с документом № 2148600013428 от 05.11.2014 в результате завершения реорганизации. 
<br/><p><strong>Совет директоров: </strong>Дмитрий Ромаев (председатель), Елена Будник, Евгений Данкевич, Вероника Доленко, Александр Ройко. </p>
<p><strong>Правление: </strong>Сергей Сутормин (председатель, генеральный директор), Алексей Менщиков, Елена Литвинова, Татьяна Ковязина.</p>
<br/></dd>]"	ликв.	/banks/memory/bank/?id=7328638
Расчетная Палата РТС 	3335-к	01.08.2014	"[<dd class=""margin-bottom-zero""><p>1 августа 2014 года ЦБ РФ была аннулирована лицензия <nobr>ЗАО «НКО «Расчетная палата РТС»</nobr> (рег. N <nobr>3335-к</nobr>) в связи с завершением процесса реорганизции в форме присоединения НКО к Национальному Клиринговому Центру (рег. № 3466).</p>
<p><strong>Акционер</strong> ? <nobr>ОАО «Фондовая биржа РТС»</nobr> (100%).</p>
<p><strong>Председатель правления</strong> ? Ионова Ирина Борисовна.</p></dd>]"	ликв.	/banks/memory/bank/?id=7042108
КИТ Финанс Инвестиционный Банк	1911	18.04.2014	"[<dd class=""margin-bottom-zero""><p>Банк был ликвидирован вследствие присоединения к <nobr>ОАО «Абсолют Банк» (Москва)</nobr>.</p>
<p><strong>Акционеры: </strong>45% долей головного <nobr>ООО «КИТ Финанс Холдинговая компания»</nobr> приобрели ИГ «АЛРОСА» (дочка АК «АЛРОСА») и подконтрольное РЖД <nobr>ОАО «КРП-Инвест»</nobr>, <nobr>ЗАО «Национальный капитал»</nobr>, «внучка» аффилированного с РЖД негосударственного пенсионного фонда «Благосостояние» (10%).</p>
<p><strong>Совет директоров: </strong>Юрий Новожилов (председатель), Георгий Абдушелишвили, Андрей Дегтярев, Андрей Денисенков, Павел Ильичев, Сергей Мурзин, Кирилл Рогальский.</p>
<p><strong>Правление: </strong>Константин Яковлев (председатель), Наталья Капинос, Максим Козырев, Татьяна Пучкова.</p></dd>]"	ликв.	/banks/memory/bank/?id=6493892
Межрегиональный Центр Микрокредитования	3489-Д 	31.01.2014	"[<dd class=""margin-bottom-zero"">Лицензия у ОАО НДКО «МЦМ» аннулирована Банком России на основании статьи 23 Федерального закона «О банках и банковской деятельности» в связи с решением уполномоченного органа кредитной организации о прекращении деятельности в порядке ликвидации согласно статье 61 Гражданского кодекса Российской Федерации и направлением в Банк России соответствующего ходатайства. 
<br/><br/>Исходя из представленных ОАО НДКО «МЦМ» данных, кредитная организация располагает достаточным имуществом для удовлетворения требований кредиторов.</dd>]"	ликв.	/banks/memory/bank/?id=6159105
Традиция	3501-К	31.01.2014	"[<dd class=""margin-bottom-zero"">Лицензия у ООО РНКО «Традиция» аннулирована Банком России на основании статьи 23 Федерального закона «О банках и банковской деятельности» в связи с решением уполномоченного органа кредитной организации о прекращении деятельности в порядке ликвидации согласно статье 61 Гражданского кодекса Российской Федерации и направлением в Банк России соответствующего ходатайства. 
<br/><br/>Исходя из представленных ООО РНКО «Традиция» данных, кредитная организация располагает достаточным имуществом для удовлетворения требований кредиторов.</dd>]"	ликв.	/banks/memory/bank/?id=6159189
Башинвестбанк	2189	27.12.2013	"[<dd class=""margin-bottom-zero"">27 декабря 2013 года завершилась процедура реорганизации ЗАО «Башинвестбанк» в форме присоединения к Открытому Акционерному Обществу «БИНБАНК».
<br/><br/><strong>Акционеры:</strong> Микаил Шишханов (48,37%), ОАО «Бинбанк» (39,24%), Наталья Пеганова (12,39%). 
<br/><br/><strong>Совет директоров: </strong> Александр Лукин, Игорь Белых, Петр Морсин, Василий Пеганов, Константин Калагин. 
<br/><br/><strong>Правление: </strong>Ольга Чудинова (председатель), Евгения Петрова, Татьяна Сагитова. 
<br/><br/></dd>]"	ликв.	/banks/memory/bank/?id=6075027
Контраст-Банк	2857	29.11.2013	"[<dd class=""margin-bottom-zero"">ООО «Контраст-банк» 29 ноября 2013 года был присоединен к ООО «Инресбанк». 
<div><strong>
<br/></strong></div>
<div><strong>Правление:</strong> Татьяна Третьякова (и. о. председателя), Оксана Справцева-Горячева, Тамара Оскина, Татьяна Дорофеева.</div>
<div>
<br/><div><strong>Совет Директоров:</strong> Николай Пищев (председатель), Яна Сысоева, Анатолий Оськин, Марина Павлова, Татьяна Третьякова.</div>
<div>
<br/></div>
</div></dd>]"	ликв.	/banks/memory/bank/?id=5941548
Транскредитбанк	2142	01.11.2013	"[<dd class=""margin-bottom-zero""><p>1 ноября 2013 года состоялось юридическое присоединение <nobr>ОАО «ТрансКредитБанк»</nobr> к ВТБ24 (ЗАО). Корпоративные клиенты ТрансКредитБанка перешли на обслуживание в ОАО Банк ВТБ, <nobr>ОАО «Банк Москвы»</nobr>. Физические лица, малый и средний бизнес переведены на обслуживание в ВТБ24.</p>
<p>Банк ВТБ24, один из крупнейших финансовых институтов России, является правопреемником ТрансКредитБанка по всем его правам и обязанностям.</p>
<p>Все офисы ТрансКредитБанка, расположенные по привычным для клиентов адресам, продолжают функционировать без изменений под вывеской ВТБ24. Условия и процентные ставки по вкладам, оформленным в ТрансКредитБанке, а также условия по ранее выданным кредитам после 1 ноября 2013 года остались неизменными.</p>
<p>Объединенная сеть банкоматов группы ВТБ составляет 10 000 устройств, из которых более 3700 банкоматов работают круглосуточно и установлены в свободном доступе.</p></dd>]"	ликв.	/banks/memory/bank/?id=5718972
Сведбанк	3064	01.10.2013	"[<dd class=""margin-bottom-zero"">Лицензия у Сведбанка аннулирована на основании статьи 23 ФЗ «О банках и банковской деятельности» в связи с решением акционера о прекращении деятельности в порядке ликвидации согласно статье 61 Гражданского кодекса РФ и направлением в регулятор соответствующего ходатайства. Исходя из представленных банком данных, кредитная организация располагает достаточным имуществом для удовлетворения требований кредиторов. 
<p>Сведбанк являлся участником системы страхования вкладов.</p></dd>]"	ликв.	/banks/memory/bank/?id=5479688
Региональный Кредитный Банк	1608	09.09.2013	"[<dd class=""margin-bottom-zero"">ОАО «Коммерческий Банк «Региональный Кредитный Банк» путем реорганизации присоединился к <a href=""http://www.allbanks.ru/banks/russia/centre/moscow/189879/"">ОАО «Коммерческий банк «ЕвроситиБанк».</a></dd>]"	ликв.	/banks/memory/bank/?id=5398739
Русский Банк Делового Сотрудничества	1458	12.08.2013	"[<dd class=""margin-bottom-zero""><p>ООО «КБ «Русский Банк Делового Сотрудничества» путем реорганизации присоединился к <a href=""http://www.banki.ru/banks/bank/sotsinvestbank/"">ОАО «Социнвестбанк»</a></p>
 Отметим, что у банка лицензия отзывалась 9 апреля 2009 года, но отзыв был опротестован владельцами банка и с 5 мая 2012 года РБДС работал на основании «Лицензии на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц)».</dd>]"	ликв.	/banks/memory/bank/?id=5327005
НОМОС-Региобанк	539	08.07.2013	"[<dd class=""margin-bottom-zero""><p>Лицензия аннулирована в связи с решением акционеров материнского <nobr>«НОМОС-Банка»</nobr> присоединить банк <nobr>«НОМОС-Региобанк»</nobr>. Объединенный банк получил наименование <nobr>ОАО «НОМОС-Банк»</nobr>.</p></dd>]"	ликв.	/banks/memory/bank/?id=5157033
"НОМОС-Банк-Сибирь	"	410	08.07.2013	"[<dd class=""margin-bottom-zero""><p>Лицензия аннулирована в связи с решением учредителей материнского <nobr>«НОМОС-Банка»</nobr> присоединить банк <nobr>«НОМОС-Банк-Сибирь»</nobr>. Объединенный банк получил наименование <nobr>ОАО «НОМОС-Банк»</nobr>.</p></dd>]"	ликв.	/banks/memory/bank/?id=5157062
Белгородпромстройбанк	1816	28.06.2013	"[<dd class=""margin-bottom-zero""><p><nobr>ОАО «Белгородпромстройбанк»</nobr> путем реорганизации присоединился к ОАО АКБ «Металлинвестбанк». <nobr>ОАО «Белгородпромстройбанк»</nobr> преобразовано в «Белгородский филиал ОАО АКБ «Металлинвестбанк».</p></dd>]"	ликв.	/banks/memory/bank/?id=5194929
Рост	2589	26.06.2013	"[<dd class=""margin-bottom-zero"">Лицензия аннулирована в связи с решением учредителей ОАО «Акционерный Банк «Рост» о реорганизации общества путем его присоединения к банку «Казанский». Объединенный банк получил наименование <a href=""http://www.banki.ru/banks/bank/rostbank/"">ОАО «Рост Банк»</a>.</dd>]"	ликв.	/banks/memory/bank/?id=5123192
Сиббизнесбанк	2539	25.06.2013	"[<dd class=""margin-bottom-zero"">Лицензия аннулирована в связи с решением учредителей ООО «Сибирский Банк Развития Бизнеса» о реорганизации общества путем его присоединения к <a href=""http://www.banki.ru/banks/bank/expobank/""> ООО «Экспобанк» </a>(Москва, рег. № 2998).</dd>]"	ликв.	/banks/memory/bank/?id=5092030
Стромкомбанк	404	12.03.2013	"[<dd class=""margin-bottom-zero"">Лицензия аннулирована в связи с решением акционеров ООО «КБ «Стромкомбанк» о реорганизации общества путем его присоединения к <a href=""http://www.banki.ru/banks/bank/expobank/""> ООО «Экспобанк» </a>(Москва, рег. № 2998).</dd>]"	ликв.	/banks/memory/bank/?id=4659805
Объединенная Расчетная Палата	3451-К	25.10.2012	"[<dd class=""margin-bottom-zero"">Решение принято в связи с реорганизацией общества путем его присоединения к <a href=""http://www.banki.ru/banks/bank/urb/"">ООО «Южный региональный банк»</a>. 
<br/><br/></dd>]"	ликв.	/banks/memory/bank/?id=4208182
Республиканский банк	3277	17.09.2012	"[<dd class=""margin-bottom-zero"">Лицензия аннулирована в связи с решением акционеров ЗАО «Республиканский банк» о реорганизации общества путем его присоединения к <a href=""http://www.banki.ru/banks/bank/mosoblbank/"">ОАО «АКБ «Московский областной банк</a><a href=""#54005670947394"">»</a> (Москва, рег. № 1751).</dd>]"	ликв.	/banks/memory/bank/?id=4108578
Далькомбанк	84	11.09.2012	"[<dd class=""margin-bottom-zero"">Лицензия аннулирована в связи с решением акционеров ОАО «Дальневосточный коммерческий банк «Далькомбанк» о реорганизации общества путем его присоединения к <a href=""http://www.banki.ru/banks/bank/mts-bank/"">ОАО «МТС-Банк»</a> (Москва, рег. № 2268). </dd>]"	ликв.	/banks/memory/bank/?id=4088042
