лицензия,дата,банк
2961,2017-06-01,Михайловский ПЖСБ
2961,2017-07-01,Михайловский ПЖСБ
2961,2017-08-01,Михайловский ПЖСБ
2961,2017-09-01,Михайловский ПЖСБ
2961,2017-10-01,Михайловский ПЖСБ
2961,2017-11-01,Михайловский ПЖСБ
2961,2017-12-01,Михайловский ПЖСБ
2964,2010-02-01,Уралпромбанк
2964,2010-03-01,Уралпромбанк
2964,2010-05-01,Уралпромбанк
2964,2010-06-01,Уралпромбанк
2964,2010-07-01,Уралпромбанк
2964,2010-08-01,Уралпромбанк
2964,2010-09-01,Уралпромбанк
2964,2011-01-01,Уралпромбанк
2964,2011-02-01,Уралпромбанк
2964,2011-03-01,Уралпромбанк
2964,2011-04-01,Уралпромбанк
2964,2011-05-01,Уралпромбанк
2964,2011-06-01,Уралпромбанк
2964,2011-07-01,Уралпромбанк
2964,2011-08-01,Уралпромбанк
2964,2011-09-01,Уралпромбанк
2964,2011-10-01,Уралпромбанк
2964,2011-11-01,Уралпромбанк
2964,2011-12-01,Уралпромбанк
2964,2012-01-01,Уралпромбанк
2964,2012-02-01,Уралпромбанк
2964,2012-03-01,Уралпромбанк
2964,2012-04-01,Уралпромбанк
2964,2012-05-01,Уралпромбанк
2964,2012-06-01,Уралпромбанк
2964,2012-07-01,Уралпромбанк
2964,2012-08-01,Уралпромбанк
2964,2012-09-01,Уралпромбанк
2964,2012-10-01,Уралпромбанк
2964,2012-11-01,Уралпромбанк
2964,2012-12-01,Уралпромбанк
2964,2013-01-01,Уралпромбанк
2964,2013-02-01,Уралпромбанк
2964,2013-03-01,Уралпромбанк
2964,2013-04-01,Уралпромбанк
2964,2013-05-01,Уралпромбанк
2964,2013-06-01,Уралпромбанк
2964,2013-07-01,Уралпромбанк
2964,2013-08-01,Уралпромбанк
2964,2013-09-01,Уралпромбанк
2964,2013-10-01,Уралпромбанк
2964,2013-11-01,Уралпромбанк
2964,2013-12-01,Уралпромбанк
2964,2014-01-01,Уралпромбанк
2964,2014-02-01,Уралпромбанк
2964,2014-03-01,Уралпромбанк
2964,2014-04-01,Уралпромбанк
2964,2014-05-01,Уралпромбанк
2964,2014-06-01,Уралпромбанк
2964,2014-07-01,Уралпромбанк
2964,2014-08-01,Уралпромбанк
2964,2014-09-01,Уралпромбанк
2964,2014-10-01,Уралпромбанк
2964,2014-11-01,Уралпромбанк
2964,2014-12-01,Уралпромбанк
2964,2015-01-01,Уралпромбанк
2964,2015-01-01,Уралпромбанк
2964,2015-02-01,Уралпромбанк
2964,2015-03-01,Уралпромбанк
2964,2015-04-01,Уралпромбанк
2964,2015-05-01,Уралпромбанк
2964,2015-06-01,Уралпромбанк
2964,2015-08-01,Уралпромбанк
2964,2015-09-01,Уралпромбанк
2964,2015-10-01,Уралпромбанк
2964,2015-11-01,Уралпромбанк
2964,2015-12-01,Уралпромбанк
2964,2016-01-01,Уралпромбанк
2964,2016-02-01,Уралпромбанк
2964,2016-03-01,Уралпромбанк
2964,2016-04-01,Уралпромбанк
2964,2016-05-01,Уралпромбанк
2964,2016-06-01,Уралпромбанк
2964,2016-07-01,Уралпромбанк
2964,2016-08-01,Уралпромбанк
2964,2016-09-01,Уралпромбанк
2964,2016-10-01,Уралпромбанк
2964,2016-11-01,Уралпромбанк
2964,2016-12-01,Уралпромбанк
2964,2017-01-01,Уралпромбанк
2964,2017-02-01,Уралпромбанк
2964,2017-03-01,Уралпромбанк
2964,2017-04-01,Уралпромбанк
2964,2017-05-01,Уралпромбанк
2964,2017-06-01,Уралпромбанк
2964,2017-07-01,Уралпромбанк
2964,2017-08-01,Уралпромбанк
2964,2017-09-01,Уралпромбанк
2964,2017-10-01,Уралпромбанк
2964,2017-11-01,Уралпромбанк
2964,2017-12-01,Уралпромбанк
2965,2011-04-01,Союзпромбанк
2965,2011-05-01,Союзпромбанк
2965,2011-06-01,Союзпромбанк
2965,2011-07-01,Союзпромбанк
2965,2011-08-01,Союзпромбанк
2965,2011-09-01,Союзпромбанк
2965,2011-10-01,Союзпромбанк
2965,2011-11-01,Союзпромбанк
2965,2011-12-01,Союзпромбанк
2965,2012-01-01,Союзпромбанк
2965,2012-02-01,Союзпромбанк
2965,2012-03-01,Союзпромбанк
2965,2012-04-01,Союзпромбанк
2965,2012-05-01,Союзпромбанк
2965,2012-06-01,Союзпромбанк
2965,2012-07-01,Союзпромбанк
2965,2012-08-01,Союзпромбанк
2965,2012-09-01,Союзпромбанк
2965,2012-10-01,Союзпромбанк
2965,2012-11-01,Союзпромбанк
2965,2012-12-01,Союзпромбанк
2965,2013-01-01,Союзпромбанк
2965,2013-02-01,Союзпромбанк
2965,2013-03-01,Союзпромбанк
2965,2013-04-01,Союзпромбанк
2965,2013-05-01,Союзпромбанк
2965,2013-06-01,Союзпромбанк
2965,2013-07-01,Союзпромбанк
2965,2013-08-01,Союзпромбанк
2965,2013-09-01,Союзпромбанк
2965,2013-10-01,Союзпромбанк
2965,2013-11-01,Союзпромбанк
2965,2013-12-01,Союзпромбанк
2965,2014-01-01,Союзпромбанк
2965,2014-02-01,Союзпромбанк
2965,2014-03-01,Союзпромбанк
2965,2014-04-01,Союзпромбанк
2965,2014-05-01,Союзпромбанк
2965,2014-06-01,Союзпромбанк
2965,2014-07-01,Союзпромбанк
2965,2014-08-01,Союзпромбанк
2965,2014-09-01,Союзпромбанк
2966,2010-03-01,Камчатка
2966,2010-04-01,Камчатка
2966,2010-07-01,Камчатка
2966,2010-08-01,Камчатка
2966,2010-09-01,Камчатка
2966,2010-10-01,Камчатка
2966,2010-11-01,Камчатка
2966,2010-12-01,Камчатка
2966,2011-01-01,Камчатка
2966,2011-02-01,Камчатка
2966,2011-03-01,Камчатка
2966,2011-04-01,Камчатка
2966,2011-05-01,Камчатка
2966,2011-06-01,Камчатка
2966,2011-07-01,Камчатка
2966,2011-08-01,Камчатка
2966,2011-09-01,Камчатка
2966,2011-10-01,Камчатка
2966,2011-11-01,Камчатка
2966,2011-12-01,Камчатка
2966,2012-01-01,Камчатка
2966,2012-02-01,Камчатка
2966,2012-03-01,Камчатка
2966,2012-04-01,Камчатка
2966,2012-05-01,Камчатка
2966,2012-06-01,Камчатка
2966,2012-07-01,Камчатка
2966,2012-08-01,Камчатка
2968,2010-02-01,Европейский Трастовый Банк
2968,2010-03-01,Европейский Трастовый Банк
2968,2010-04-01,Европейский Трастовый Банк
2968,2010-05-01,Европейский Трастовый Банк
2968,2010-06-01,Европейский Трастовый Банк
2968,2010-07-01,Европейский Трастовый Банк
2968,2010-08-01,Европейский Трастовый Банк
2968,2010-09-01,Европейский Трастовый Банк
2968,2010-10-01,Европейский Трастовый Банк
2968,2010-11-01,Европейский Трастовый Банк
2968,2010-12-01,Европейский Трастовый Банк
2968,2011-01-01,Европейский Трастовый Банк
2972,2010-02-01,Софрино
2972,2010-03-01,Софрино
2972,2010-04-01,Софрино
2972,2010-05-01,Софрино
2972,2010-06-01,Софрино
2972,2010-07-01,Софрино
2972,2010-08-01,Софрино
2972,2010-09-01,Софрино
2972,2010-10-01,Софрино
2972,2010-11-01,Софрино
2972,2010-12-01,Софрино
2972,2011-01-01,Софрино
2972,2011-02-01,Софрино
2972,2011-03-01,Софрино
2972,2011-04-01,Софрино
2972,2011-05-01,Софрино
2972,2011-06-01,Софрино
2972,2011-07-01,Софрино
2972,2011-08-01,Софрино
2972,2011-09-01,Софрино
2972,2011-10-01,Софрино
2972,2011-11-01,Софрино
2972,2011-12-01,Софрино
2972,2012-01-01,Софрино
2972,2012-02-01,Софрино
2972,2012-03-01,Софрино
2972,2012-04-01,Софрино
2972,2012-05-01,Софрино
2972,2012-06-01,Софрино
2972,2012-07-01,Софрино
2972,2012-08-01,Софрино
2972,2012-09-01,Софрино
2972,2012-10-01,Софрино
2972,2012-11-01,Софрино
2972,2012-12-01,Софрино
2972,2013-01-01,Софрино
2972,2013-02-01,Софрино
2972,2013-03-01,Софрино
2972,2013-04-01,Софрино
2972,2013-05-01,Софрино
2972,2013-06-01,Софрино
2972,2013-07-01,Софрино
2972,2013-08-01,Софрино
2972,2013-09-01,Софрино
2972,2013-10-01,Софрино
2972,2013-11-01,Софрино
2972,2013-12-01,Софрино
2972,2014-01-01,Софрино
2972,2014-02-01,Софрино
2972,2014-03-01,Софрино
2972,2014-04-01,Софрино
2972,2014-05-01,Софрино
2982,2011-01-01,Горбанк
2982,2011-02-01,Горбанк
2982,2011-03-01,Горбанк
2982,2011-04-01,Горбанк
2982,2011-05-01,Горбанк
2982,2011-06-01,Горбанк
2982,2011-07-01,Горбанк
2982,2011-08-01,Горбанк
2982,2011-09-01,Горбанк
2982,2011-10-01,Горбанк
2982,2011-11-01,Горбанк
2982,2011-12-01,Горбанк
2982,2012-01-01,Горбанк
2982,2012-02-01,Горбанк
2982,2012-03-01,Горбанк
2982,2012-04-01,Горбанк
2982,2012-05-01,Горбанк
2982,2012-06-01,Горбанк
2982,2012-07-01,Горбанк
2982,2012-08-01,Горбанк
2982,2012-09-01,Горбанк
2982,2012-10-01,Горбанк
2982,2012-11-01,Горбанк
2982,2012-12-01,Горбанк
2982,2013-01-01,Горбанк
2982,2013-02-01,Горбанк
2982,2013-03-01,Горбанк
2982,2013-04-01,Горбанк
2982,2013-05-01,Горбанк
2982,2013-06-01,Горбанк
2982,2013-07-01,Горбанк
2982,2013-08-01,Горбанк
2982,2013-09-01,Горбанк
2982,2013-10-01,Горбанк
2982,2013-11-01,Горбанк
2982,2013-12-01,Горбанк
2982,2014-01-01,Горбанк
2982,2014-02-01,Горбанк
2982,2014-03-01,Горбанк
2982,2014-04-01,Горбанк
2982,2014-05-01,Горбанк
2982,2014-06-01,Горбанк
2982,2014-07-01,Горбанк
2982,2014-08-01,Горбанк
2982,2014-09-01,Горбанк
2982,2014-10-01,Горбанк
2982,2014-11-01,Горбанк
2982,2014-12-01,Горбанк
2982,2015-01-01,Горбанк
2982,2015-02-01,Горбанк
2982,2015-03-01,Горбанк
2982,2015-04-01,Горбанк
2982,2015-05-01,Горбанк
2982,2015-06-01,Горбанк
2982,2015-08-01,Горбанк
2982,2015-09-01,Горбанк
2982,2015-10-01,Горбанк
2982,2015-11-01,Горбанк
2982,2015-12-01,Горбанк
2982,2016-01-01,Горбанк
2982,2016-02-01,Горбанк
2982,2016-03-01,Горбанк
2982,2016-04-01,Горбанк
2982,2016-05-01,Горбанк
2982,2016-06-01,Горбанк
2982,2016-07-01,Горбанк
2982,2016-08-01,Горбанк
2982,2016-09-01,Горбанк
2982,2016-10-01,Горбанк
2982,2016-11-01,Горбанк
2982,2016-12-01,Горбанк
2982,2017-01-01,Горбанк
2982,2017-02-01,Горбанк
2982,2017-03-01,Горбанк
2982,2017-04-01,Горбанк
2982,2017-05-01,Горбанк
2982,2017-06-01,Горбанк
2982,2017-07-01,Горбанк
2982,2017-08-01,Горбанк
2982,2017-09-01,Горбанк
2982,2017-10-01,Горбанк
2982,2017-11-01,Горбанк
2982,2017-12-01,Горбанк
2983,2011-02-01,Центркомбанк
2983,2011-03-01,Центркомбанк
2983,2011-04-01,Центркомбанк
2983,2011-05-01,Центркомбанк
2983,2011-06-01,Центркомбанк
2983,2011-07-01,Центркомбанк
2983,2011-08-01,Центркомбанк
2983,2011-09-01,Центркомбанк
2983,2011-10-01,Центркомбанк
2983,2011-11-01,Центркомбанк
2983,2011-12-01,Центркомбанк
2983,2012-01-01,Центркомбанк
2983,2012-02-01,Центркомбанк
2983,2012-03-01,Центркомбанк
2983,2012-04-01,Центркомбанк
2983,2012-05-01,Центркомбанк
2983,2012-06-01,Центркомбанк
2983,2012-07-01,Центркомбанк
2983,2012-08-01,Центркомбанк
2983,2012-09-01,Центркомбанк
2983,2012-10-01,Центркомбанк
2983,2012-11-01,Центркомбанк
2983,2012-12-01,Центркомбанк
2983,2013-01-01,Центркомбанк
2983,2013-02-01,Центркомбанк
2983,2013-03-01,Центркомбанк
2983,2013-04-01,Центркомбанк
2983,2013-05-01,Центркомбанк
2983,2013-06-01,Центркомбанк
2983,2013-07-01,Центркомбанк
2983,2013-08-01,Центркомбанк
2983,2013-09-01,Центркомбанк
2983,2013-10-01,Центркомбанк
2983,2013-11-01,Центркомбанк
2983,2013-12-01,Центркомбанк
2983,2014-01-01,Центркомбанк
2983,2014-02-01,Центркомбанк
2983,2014-03-01,Центркомбанк
2983,2014-04-01,Центркомбанк
2983,2014-05-01,Центркомбанк
2983,2014-06-01,Центркомбанк
2983,2014-07-01,Центркомбанк
2983,2014-08-01,Центркомбанк
2983,2014-09-01,Центркомбанк
2983,2014-10-01,Центркомбанк
2983,2014-11-01,Центркомбанк
2983,2014-12-01,Центркомбанк
2983,2015-01-01,Центркомбанк
2983,2015-02-01,Центркомбанк
2983,2015-03-01,Центркомбанк
2983,2015-04-01,Центркомбанк
2983,2015-05-01,Центркомбанк
2983,2015-06-01,Центркомбанк
2983,2015-08-01,Центркомбанк
2983,2015-09-01,Центркомбанк
2983,2015-10-01,Центркомбанк
2983,2015-11-01,Центркомбанк
2983,2015-12-01,Центркомбанк
2983,2016-01-01,Центркомбанк
2983,2016-02-01,Центркомбанк
2983,2016-03-01,Центркомбанк
2983,2016-04-01,Центркомбанк
2983,2016-05-01,Центркомбанк
2983,2016-06-01,Центркомбанк
2983,2016-07-01,Центркомбанк
2983,2016-08-01,Центркомбанк
2983,2016-09-01,Центркомбанк
2984,2010-09-01,Донбанк
2984,2010-10-01,Донбанк
2984,2010-11-01,Донбанк
2984,2010-12-01,Донбанк
2989,2010-02-01,Фондсервисбанк
2989,2010-03-01,Фондсервисбанк
2989,2010-05-01,Фондсервисбанк
2989,2010-06-01,Фондсервисбанк
2989,2010-07-01,Фондсервисбанк
2989,2010-08-01,Фондсервисбанк
2989,2010-09-01,Фондсервисбанк
2989,2010-10-01,Фондсервисбанк
2989,2010-11-01,Фондсервисбанк
2989,2010-12-01,Фондсервисбанк
2989,2012-12-01,Фондсервисбанк
2989,2013-01-01,Фондсервисбанк
2989,2013-02-01,Фондсервисбанк
2989,2013-03-01,Фондсервисбанк
2989,2013-04-01,Фондсервисбанк
2989,2013-05-01,Фондсервисбанк
2989,2013-06-01,Фондсервисбанк
2989,2013-07-01,Фондсервисбанк
2989,2013-08-01,Фондсервисбанк
2989,2013-09-01,Фондсервисбанк
2989,2013-10-01,Фондсервисбанк
2989,2013-11-01,Фондсервисбанк
2989,2013-12-01,Фондсервисбанк
2989,2014-01-01,Фондсервисбанк
2989,2014-02-01,Фондсервисбанк
2989,2014-03-01,Фондсервисбанк
2989,2014-04-01,Фондсервисбанк
2989,2014-05-01,Фондсервисбанк
2989,2014-06-01,Фондсервисбанк
2989,2014-07-01,Фондсервисбанк
2989,2014-08-01,Фондсервисбанк
2989,2014-09-01,Фондсервисбанк
2989,2014-10-01,Фондсервисбанк
2989,2014-11-01,Фондсервисбанк
2989,2014-12-01,Фондсервисбанк
2989,2015-01-01,Фондсервисбанк
2989,2015-02-01,Фондсервисбанк
2989,2015-03-01,Фондсервисбанк
2989,2015-04-01,Фондсервисбанк
2989,2015-05-01,Фондсервисбанк
2989,2016-04-01,Фондсервисбанк
2989,2016-05-01,Фондсервисбанк
2989,2016-06-01,Фондсервисбанк
2989,2016-07-01,Фондсервисбанк
2989,2016-08-01,Фондсервисбанк
2989,2016-09-01,Фондсервисбанк
2989,2016-10-01,Фондсервисбанк
2989,2016-11-01,Фондсервисбанк
2989,2016-12-01,Фондсервисбанк
2989,2017-01-01,Фондсервисбанк
2989,2017-02-01,Фондсервисбанк
2989,2017-03-01,Фондсервисбанк
2989,2017-04-01,Фондсервисбанк
2989,2017-05-01,Фондсервисбанк
2989,2017-06-01,Фондсервисбанк
2989,2017-07-01,Фондсервисбанк
2989,2017-08-01,Фондсервисбанк
2989,2017-09-01,Фондсервисбанк
2989,2017-10-01,Фондсервисбанк
2989,2017-11-01,Фондсервисбанк
2989,2017-12-01,Фондсервисбанк
2990,2011-01-01,Байкалкредобанк
2990,2011-02-01,Байкалкредобанк
2990,2011-03-01,Байкалкредобанк
2990,2011-04-01,Байкалкредобанк
2990,2011-05-01,Байкалкредобанк
2990,2011-06-01,Байкалкредобанк
2990,2011-07-01,Байкалкредобанк
2990,2011-08-01,Байкалкредобанк
2990,2011-09-01,Байкалкредобанк
2990,2011-10-01,Байкалкредобанк
2990,2011-11-01,Байкалкредобанк
2990,2011-12-01,Байкалкредобанк
2990,2012-01-01,Байкалкредобанк
2990,2012-02-01,Байкалкредобанк
2990,2012-03-01,Байкалкредобанк
2990,2012-04-01,Байкалкредобанк
2990,2012-05-01,Байкалкредобанк
2990,2012-06-01,Байкалкредобанк
2990,2012-07-01,Байкалкредобанк
2990,2012-08-01,Байкалкредобанк
2990,2012-09-01,Байкалкредобанк
2990,2012-10-01,Байкалкредобанк
2990,2012-11-01,Байкалкредобанк
2990,2012-12-01,Байкалкредобанк
2990,2013-01-01,Байкалкредобанк
2990,2013-02-01,Байкалкредобанк
2990,2013-03-01,Байкалкредобанк
2990,2013-04-01,Байкалкредобанк
2990,2013-05-01,Байкалкредобанк
2990,2013-06-01,Байкалкредобанк
2990,2013-07-01,Байкалкредобанк
2990,2013-08-01,Байкалкредобанк
2990,2013-09-01,Байкалкредобанк
2990,2013-10-01,Байкалкредобанк
2990,2013-11-01,Байкалкредобанк
2990,2013-12-01,Байкалкредобанк
2990,2014-01-01,Байкалкредобанк
2990,2014-02-01,Байкалкредобанк
2990,2014-03-01,Байкалкредобанк
2990,2014-04-01,Байкалкредобанк
2990,2014-05-01,Байкалкредобанк
2990,2014-06-01,Байкалкредобанк
2990,2014-07-01,Байкалкредобанк
2990,2014-08-01,Байкалкредобанк
2990,2014-09-01,Байкалкредобанк
2990,2014-10-01,Байкалкредобанк
2990,2014-11-01,Байкалкредобанк
2990,2014-12-01,Байкалкредобанк
2990,2015-01-01,Байкалкредобанк
2990,2015-02-01,Байкалкредобанк
2990,2015-03-01,Байкалкредобанк
2990,2015-04-01,Байкалкредобанк
2990,2015-05-01,Байкалкредобанк
2990,2015-06-01,Байкалкредобанк
2990,2015-07-01,Байкалкредобанк
2990,2015-08-01,Байкалкредобанк
2990,2015-09-01,Байкалкредобанк
2990,2015-10-01,Байкалкредобанк
2990,2015-11-01,Байкалкредобанк
2990,2015-12-01,Байкалкредобанк
2990,2016-01-01,Байкалкредобанк
2990,2016-02-01,Байкалкредобанк
2990,2016-03-01,Байкалкредобанк
2990,2016-04-01,Байкалкредобанк
2990,2016-05-01,Байкалкредобанк
2990,2016-06-01,Байкалкредобанк
2990,2016-07-01,Байкалкредобанк
2990,2016-08-01,Байкалкредобанк
2990,2016-09-01,Байкалкредобанк
2990,2016-10-01,Байкалкредобанк
2990,2016-11-01,Байкалкредобанк
2990,2016-12-01,Байкалкредобанк
2990,2017-01-01,Байкалкредобанк
2990,2017-02-01,Байкалкредобанк
2990,2017-03-01,Байкалкредобанк
2990,2017-04-01,Байкалкредобанк
2990,2017-05-01,Байкалкредобанк
2990,2017-06-01,Байкалкредобанк
2990,2017-07-01,Байкалкредобанк
2990,2017-08-01,Байкалкредобанк
2990,2017-09-01,Байкалкредобанк
2990,2017-10-01,Байкалкредобанк
2990,2017-11-01,Байкалкредобанк
2990,2017-12-01,Байкалкредобанк
2992,2010-02-01,Богородский Муниципальный Банк
2992,2010-03-01,Богородский Муниципальный Банк
2992,2010-04-01,Богородский Муниципальный Банк
2992,2010-05-01,Богородский Муниципальный Банк
2992,2010-07-01,Богородский Муниципальный Банк
2992,2010-08-01,Богородский Муниципальный Банк
2992,2010-09-01,Богородский Муниципальный Банк
2992,2010-10-01,Богородский Муниципальный Банк
2992,2010-11-01,Богородский Муниципальный Банк
2992,2010-12-01,Богородский Муниципальный Банк
2992,2011-01-01,Богородский Муниципальный Банк
2992,2011-02-01,Богородский Муниципальный Банк
2992,2011-03-01,Богородский Муниципальный Банк
2992,2011-04-01,Богородский Муниципальный Банк
2992,2011-05-01,Богородский Муниципальный Банк
2992,2011-06-01,Богородский Муниципальный Банк
2992,2011-07-01,Богородский Муниципальный Банк
2992,2011-08-01,Богородский Муниципальный Банк
2992,2011-09-01,Богородский Муниципальный Банк
2992,2011-10-01,Богородский Муниципальный Банк
2992,2011-11-01,Богородский Муниципальный Банк
2992,2011-12-01,Богородский Муниципальный Банк
2992,2012-01-01,Богородский Муниципальный Банк
2992,2012-02-01,Богородский Муниципальный Банк
2992,2012-03-01,Богородский Муниципальный Банк
2992,2012-04-01,Богородский Муниципальный Банк
2992,2012-05-01,Богородский Муниципальный Банк
2992,2012-06-01,Богородский Муниципальный Банк
2992,2012-07-01,Богородский Муниципальный Банк
2992,2012-08-01,Богородский Муниципальный Банк
2992,2012-09-01,Богородский Муниципальный Банк
2992,2012-10-01,Богородский Муниципальный Банк
2992,2012-11-01,Богородский Муниципальный Банк
2992,2012-12-01,Богородский Муниципальный Банк
2992,2013-01-01,Богородский Муниципальный Банк
2992,2013-02-01,Богородский Муниципальный Банк
2992,2013-03-01,Богородский Муниципальный Банк
2992,2013-04-01,Богородский Муниципальный Банк
2992,2013-05-01,Богородский Муниципальный Банк
2992,2013-06-01,Богородский Муниципальный Банк
2992,2013-07-01,Богородский Муниципальный Банк
2992,2013-08-01,Богородский Муниципальный Банк
2992,2013-09-01,Богородский Муниципальный Банк
2992,2013-10-01,Богородский Муниципальный Банк
2992,2013-11-01,Богородский Муниципальный Банк
2992,2013-12-01,Богородский Муниципальный Банк
2992,2014-01-01,Богородский Муниципальный Банк
2992,2014-02-01,Богородский Муниципальный Банк
2992,2014-03-01,Богородский Муниципальный Банк
2992,2014-04-01,Богородский Муниципальный Банк
2992,2014-05-01,Богородский Муниципальный Банк
2992,2014-06-01,Богородский Муниципальный Банк
2992,2014-07-01,Богородский Муниципальный Банк
2992,2014-08-01,Богородский Муниципальный Банк
2992,2014-09-01,Богородский Муниципальный Банк
2992,2014-10-01,Богородский Муниципальный Банк
2992,2014-11-01,Богородский Муниципальный Банк
2992,2014-12-01,Богородский Муниципальный Банк
2992,2015-01-01,Богородский Муниципальный Банк
2992,2015-02-01,Богородский Муниципальный Банк
2992,2015-03-01,Богородский Муниципальный Банк
2992,2015-04-01,Богородский Муниципальный Банк
2992,2015-05-01,Богородский Муниципальный Банк
2992,2015-06-01,Богородский Муниципальный Банк
2992,2015-07-01,Богородский Муниципальный Банк
2992,2015-08-01,Богородский Муниципальный Банк
2992,2015-09-01,Богородский Муниципальный Банк
2992,2015-10-01,Богородский Муниципальный Банк
2992,2015-11-01,Богородский Муниципальный Банк
2995,2010-02-01,Стройлесбанк
2995,2010-03-01,Стройлесбанк
2995,2010-04-01,Стройлесбанк
2995,2010-05-01,Стройлесбанк
2995,2010-06-01,Стройлесбанк
2995,2010-07-01,Стройлесбанк
2995,2010-08-01,Стройлесбанк
2995,2010-09-01,Стройлесбанк
2995,2010-10-01,Стройлесбанк
2995,2010-11-01,Стройлесбанк
2995,2010-12-01,Стройлесбанк
2995,2011-01-01,Стройлесбанк
2995,2011-02-01,Стройлесбанк
2995,2011-03-01,Стройлесбанк
2995,2011-04-01,Стройлесбанк
2995,2011-05-01,Стройлесбанк
2995,2011-06-01,Стройлесбанк
2995,2011-07-01,Стройлесбанк
2995,2011-08-01,Стройлесбанк
2995,2011-09-01,Стройлесбанк
2995,2011-10-01,Стройлесбанк
2995,2011-11-01,Стройлесбанк
2995,2011-12-01,Стройлесбанк
2995,2012-01-01,Стройлесбанк
2995,2012-02-01,Стройлесбанк
2995,2012-03-01,Стройлесбанк
2995,2012-04-01,Стройлесбанк
2995,2012-05-01,Стройлесбанк
2995,2012-06-01,Стройлесбанк
2995,2012-07-01,Стройлесбанк
2995,2012-08-01,Стройлесбанк
2995,2012-09-01,Стройлесбанк
2995,2012-10-01,Стройлесбанк
2995,2012-11-01,Стройлесбанк
2995,2012-12-01,Стройлесбанк
2995,2013-01-01,Стройлесбанк
2995,2013-02-01,Стройлесбанк
2995,2013-03-01,Стройлесбанк
2995,2013-04-01,Стройлесбанк
2995,2013-05-01,Стройлесбанк
2995,2013-06-01,Стройлесбанк
2995,2013-07-01,Стройлесбанк
2995,2013-08-01,Стройлесбанк
2995,2013-09-01,Стройлесбанк
2995,2013-10-01,Стройлесбанк
2995,2013-11-01,Стройлесбанк
2995,2013-12-01,Стройлесбанк
2995,2014-01-01,Стройлесбанк
2995,2014-02-01,Стройлесбанк
2995,2014-03-01,Стройлесбанк
2995,2014-04-01,Стройлесбанк
2995,2014-05-01,Стройлесбанк
2995,2014-06-01,Стройлесбанк
2995,2014-07-01,Стройлесбанк
2995,2014-08-01,Стройлесбанк
2995,2014-09-01,Стройлесбанк
2995,2014-10-01,Стройлесбанк
2995,2014-11-01,Стройлесбанк
2995,2014-12-01,Стройлесбанк
2995,2015-01-01,Стройлесбанк
2995,2015-02-01,Стройлесбанк
2995,2015-03-01,Стройлесбанк
2995,2015-04-01,Стройлесбанк
2995,2015-05-01,Стройлесбанк
2995,2015-06-01,Стройлесбанк
2995,2015-07-01,Стройлесбанк
2995,2015-08-01,Стройлесбанк
2995,2015-09-01,Стройлесбанк
2995,2015-10-01,Стройлесбанк
2995,2015-11-01,Стройлесбанк
2995,2015-12-01,Стройлесбанк
2995,2016-01-01,Стройлесбанк
2995,2016-02-01,Стройлесбанк
2995,2016-03-01,Стройлесбанк
2995,2016-04-01,Стройлесбанк
2995,2016-05-01,Стройлесбанк
2995,2016-06-01,Стройлесбанк
2995,2016-07-01,Стройлесбанк
2995,2016-08-01,Стройлесбанк
2995,2016-09-01,Стройлесбанк
2995,2016-10-01,Стройлесбанк
2995,2016-11-01,Стройлесбанк
2995,2016-12-01,Стройлесбанк
2995,2017-01-01,Стройлесбанк
2995,2017-02-01,Стройлесбанк
2995,2017-03-01,Стройлесбанк
2995,2017-04-01,Стройлесбанк
2995,2017-05-01,Стройлесбанк
2995,2017-06-01,Стройлесбанк
2995,2017-07-01,Стройлесбанк
2995,2017-08-01,Стройлесбанк
2995,2017-09-01,Стройлесбанк
2995,2017-10-01,Стройлесбанк
2995,2017-11-01,Стройлесбанк
2995,2017-12-01,Стройлесбанк
2996,2010-06-01,Прокоммерцбанк
2996,2010-07-01,Прокоммерцбанк
2996,2010-08-01,Прокоммерцбанк
2996,2010-09-01,Прокоммерцбанк
2996,2010-10-01,Прокоммерцбанк
2996,2010-11-01,Прокоммерцбанк
2996,2010-12-01,Прокоммерцбанк
2996,2011-01-01,Прокоммерцбанк
2996,2011-02-01,Прокоммерцбанк
2996,2011-03-01,Прокоммерцбанк
2996,2011-04-01,Прокоммерцбанк
2996,2011-05-01,Прокоммерцбанк
2996,2011-06-01,Прокоммерцбанк
2996,2011-07-01,Прокоммерцбанк
2996,2011-08-01,Прокоммерцбанк
2996,2011-09-01,Прокоммерцбанк
2996,2011-10-01,Прокоммерцбанк
2996,2011-11-01,Прокоммерцбанк
2996,2011-12-01,Прокоммерцбанк
2996,2012-01-01,Прокоммерцбанк
2996,2012-02-01,Прокоммерцбанк
2996,2012-03-01,Прокоммерцбанк
2996,2012-04-01,Прокоммерцбанк
2996,2012-05-01,Прокоммерцбанк
2996,2012-06-01,Прокоммерцбанк
2996,2012-07-01,Прокоммерцбанк
2996,2012-08-01,Прокоммерцбанк
2996,2012-09-01,Прокоммерцбанк
2996,2012-10-01,Прокоммерцбанк
2996,2012-11-01,Прокоммерцбанк
2996,2012-12-01,Прокоммерцбанк
2996,2013-01-01,Прокоммерцбанк
2996,2013-02-01,Прокоммерцбанк
2996,2013-03-01,Прокоммерцбанк
2996,2013-04-01,Прокоммерцбанк
2996,2013-05-01,Прокоммерцбанк
2996,2013-06-01,Прокоммерцбанк
2996,2013-07-01,Прокоммерцбанк
2996,2013-08-01,Прокоммерцбанк
